hour_of_day,day_of_week,is_off_hours,severity,category_risk,role_risk_score,status_risk,bytes_zscore,user_event_count,user_patient_access_count,user_failed_login_count,is_anomaly
22,0,0,3,2,2,0,-0.0943,165,36,8,0
22,0,0,5,2,3,4,-0.1224,169,42,4,0
22,0,0,4,2,2,4,-0.1188,167,45,7,0
23,0,0,1,4,2,0,-0.1144,164,28,10,0
23,0,0,3,2,2,2,-0.1244,180,41,8,0
23,0,0,5,3,3,5,-0.1105,172,41,5,0
23,0,0,5,2,2,4,-0.1137,186,42,7,0
23,0,0,4,2,3,4,-0.1242,159,36,11,0
23,0,0,5,4,3,2,11.1312,169,46,5,1
23,0,0,4,2,3,4,-0.1252,194,40,20,0
23,0,0,1,3,3,3,-0.1081,165,25,16,0
23,0,0,5,3,2,3,-0.1261,180,41,8,0
23,0,0,1,2,2,2,-0.1133,180,41,8,0
23,0,0,2,2,3,0,-0.1247,169,42,4,0
23,0,0,1,2,2,0,-0.1257,157,44,18,0
23,0,0,1,1,2,0,-0.1032,163,34,10,0
23,0,0,1,2,2,0,-0.1238,157,41,10,0
23,0,0,1,4,3,0,-0.0938,175,44,16,0
23,0,0,4,1,3,2,-0.0849,169,46,5,0
23,0,0,3,4,3,2,-0.0996,165,25,16,0
23,0,0,2,4,3,0,-0.0977,172,47,9,0
23,0,0,4,2,3,3,-0.1246,192,49,7,0
23,0,0,3,2,1,3,-0.1104,175,52,8,0
23,0,0,5,2,3,4,-0.1038,164,39,8,0
23,0,0,2,4,2,2,-0.1067,174,41,9,0
23,0,0,2,2,2,3,-0.0905,157,41,10,0
23,0,0,4,4,3,0,-0.0924,172,41,5,0
23,0,0,1,3,3,3,-0.1215,165,25,16,0
0,1,1,5,2,3,5,-0.1062,176,44,11,0
0,1,1,3,2,2,4,-0.1257,174,41,9,0
0,1,1,3,2,3,0,-0.1205,179,41,9,0
0,1,1,1,1,3,1,-0.1262,163,37,6,0
0,1,1,4,2,2,5,-0.1147,168,47,13,0
0,1,1,5,2,2,3,-0.1122,184,57,6,0
0,1,1,3,4,3,0,-0.1153,177,49,9,0
0,1,1,1,2,3,3,-0.0999,169,46,5,0
0,1,1,4,4,2,2,-0.1222,168,47,13,0
0,1,1,3,2,1,0,-0.078,175,52,8,0
0,1,1,2,2,3,0,-0.1028,174,46,9,0
0,1,1,2,2,2,2,-0.1195,167,45,7,0
0,1,1,3,4,1,0,-0.1232,168,31,8,0
0,1,1,1,1,3,1,-0.0837,164,39,8,0
0,1,1,3,4,2,2,-0.0766,199,39,12,0
0,1,1,4,3,3,5,-0.1246,184,38,7,0
0,1,1,3,2,2,5,-0.1263,165,36,8,0
0,1,1,2,4,1,0,-0.1142,168,31,8,0
0,1,1,1,4,2,0,-0.1072,167,45,7,0
0,1,1,5,4,1,2,-0.122,169,42,4,1
0,1,1,1,1,4,0,-0.1034,160,34,11,0
0,1,1,5,2,2,4,-0.0906,165,44,12,0
0,1,1,5,2,2,4,-0.1109,150,37,3,0
0,1,1,3,4,3,2,-0.1179,179,41,9,0
0,1,1,2,2,1,0,-0.1111,175,52,8,0
0,1,1,1,1,3,0,-0.0906,182,45,8,0
0,1,1,2,2,2,0,-0.0955,157,39,9,0
0,1,1,4,3,3,5,-0.115,193,46,16,0
0,1,1,2,3,2,3,-0.0907,185,47,7,0
0,1,1,3,4,3,0,-0.0952,193,40,8,0
0,1,1,1,3,1,0,-0.0982,151,41,14,0
0,1,1,4,2,2,5,-0.1044,181,46,12,0
0,1,1,5,2,2,4,-0.1158,174,41,9,0
0,1,1,2,1,2,0,-0.1191,170,43,8,0
0,1,1,1,2,3,0,-0.1174,193,46,16,0
1,1,1,1,1,2,0,-0.1205,167,45,7,0
1,1,1,2,3,3,3,-0.1146,159,36,11,0
1,1,1,3,4,3,2,-0.117,172,47,9,0
1,1,1,4,4,3,0,-0.1198,175,44,16,0
1,1,1,1,2,3,0,-0.1049,177,37,16,0
1,1,1,2,2,3,0,-0.1123,161,39,7,0
1,1,1,3,3,3,3,-0.1233,184,38,7,0
1,1,1,2,4,2,0,-0.1236,204,49,9,1
1,1,1,3,2,2,0,-0.1078,157,39,9,0
1,1,1,4,4,2,2,-0.0986,170,43,8,0
1,1,1,3,3,2,0,-0.1152,158,45,15,0
1,1,1,3,4,2,0,-0.1262,165,44,12,0
1,1,1,3,2,2,0,-0.0737,157,44,18,0
1,1,1,3,2,2,4,-0.1042,164,28,10,0
1,1,1,1,2,2,0,-0.1271,192,41,12,0
1,1,1,3,2,2,0,-0.0906,157,41,10,0
1,1,1,3,1,2,3,-0.1247,157,44,18,1
1,1,1,4,2,2,4,-0.1,164,36,11,0
1,1,1,4,1,2,3,-0.1075,204,49,9,1
1,1,1,2,2,3,0,-0.1031,172,41,5,0
1,1,1,2,2,3,0,-0.0985,177,49,9,0
1,1,1,2,2,3,2,-0.0964,146,30,6,0
1,1,1,3,4,3,0,-0.1205,172,47,9,1
1,1,1,5,3,2,5,-0.1272,164,36,11,0
1,1,1,1,3,3,0,-0.1239,165,33,10,0
1,1,1,5,4,1,2,12.1468,175,52,8,1
1,1,1,1,3,2,3,-0.1008,162,45,10,0
1,1,1,1,1,2,0,-0.111,204,49,9,0
1,1,1,3,2,3,5,-0.1193,177,49,9,0
1,1,1,1,1,2,0,-0.105,163,34,10,0
1,1,1,5,3,2,5,-0.1219,173,50,8,0
1,1,1,3,2,3,2,-0.1142,193,46,16,0
1,1,1,1,2,2,0,-0.1088,186,42,7,0
1,1,1,2,4,3,0,-0.1271,165,33,10,0
1,1,1,2,2,3,0,-0.1001,175,44,16,0
1,1,1,2,2,3,0,-0.1265,165,25,16,0
1,1,1,1,1,4,0,-0.0972,165,38,8,0
1,1,1,1,2,4,0,-0.1048,169,49,8,0
1,1,1,1,2,3,0,-0.0923,146,30,6,0
1,1,1,4,3,2,5,-0.1002,168,47,13,0
1,1,1,2,2,2,0,-0.1259,157,41,10,0
1,1,1,2,4,3,0,-0.1181,179,41,9,1
2,1,1,3,2,2,2,-0.0938,167,36,16,0
2,1,1,3,2,3,2,-0.1165,165,25,16,0
2,1,1,4,4,3,0,0.1703,146,30,6,1
2,1,1,2,4,2,0,-0.1209,167,36,16,0
2,1,1,5,2,2,3,-0.0991,204,49,9,1
2,1,1,2,1,3,1,-0.0963,172,41,5,0
2,1,1,2,2,3,0,-0.123,192,49,7,0
2,1,1,2,1,2,1,-0.106,163,34,10,0
2,1,1,3,2,2,0,-0.1258,192,41,12,0
2,1,1,1,1,2,0,-0.1026,165,44,12,0
2,1,1,2,2,3,2,-0.1217,172,47,9,0
2,1,1,4,4,3,0,0.1922,172,41,5,1
2,1,1,2,3,2,3,-0.1044,157,39,9,0
2,1,1,2,3,2,0,-0.1092,178,44,11,0
2,1,1,1,1,4,0,-0.0826,169,49,8,0
2,1,1,3,4,4,0,0.2616,168,41,9,1
2,1,1,3,4,3,0,-0.1027,172,47,9,1
2,1,1,1,3,2,3,-0.1241,170,43,8,0
2,1,1,1,2,3,0,-0.1246,177,37,16,0
2,1,1,1,1,3,1,-0.1134,158,32,11,0
2,1,1,2,2,2,0,-0.1166,164,36,11,0
2,1,1,5,4,2,2,13.1377,186,42,7,1
2,1,1,3,4,2,0,-0.121,164,28,10,0
2,1,1,3,4,2,0,-0.1208,151,30,9,1
2,1,1,2,1,1,2,-0.1038,175,52,8,0
2,1,1,1,1,3,0,-0.1019,165,33,10,0
2,1,1,4,3,2,3,-0.0766,184,57,6,0
2,1,1,4,2,4,3,-0.1061,158,33,11,0
2,1,1,1,1,3,1,-0.1256,173,35,9,0
2,1,1,2,3,4,0,-0.0989,169,49,8,0
2,1,1,2,3,3,3,-0.1063,164,39,8,0
2,1,1,3,2,2,0,-0.1235,186,42,7,0
2,1,1,3,1,3,2,-0.0838,167,34,17,0
2,1,1,3,1,4,2,-0.116,169,49,8,0
2,1,1,2,3,3,0,-0.1164,173,35,9,0
2,1,1,2,3,2,3,-0.1263,185,47,7,0
2,1,1,3,4,3,0,-0.0786,177,49,9,1
2,1,1,5,3,4,5,-0.1189,165,38,8,1
2,1,1,3,1,2,2,-0.1266,167,34,8,0
2,1,1,1,3,2,3,-0.1131,162,45,10,0
2,1,1,1,1,1,0,-0.1071,168,31,8,0
2,1,1,5,2,3,4,-0.1166,193,40,8,0
2,1,1,3,2,3,3,-0.1204,165,33,10,1
2,1,1,1,1,3,1,-0.1243,174,46,9,0
2,1,1,3,2,1,4,-0.1077,189,49,15,0
2,1,1,1,1,3,0,-0.1256,172,41,5,0
2,1,1,5,3,2,3,-0.1021,167,45,7,0
3,1,1,4,3,3,5,-0.0892,172,41,5,0
3,1,1,4,4,1,0,-0.1198,151,41,14,0
3,1,1,3,3,2,0,-0.0864,199,39,12,0
3,1,1,2,2,1,0,-0.1248,168,31,8,0
3,1,1,4,2,3,4,-0.086,168,44,7,0
3,1,1,2,4,3,0,-0.1074,193,40,8,1
3,1,1,3,4,3,0,-0.1194,184,38,7,1
3,1,1,2,3,3,0,-0.1195,165,33,10,0
3,1,1,2,3,1,0,-0.1255,175,52,8,0
3,1,1,2,3,2,3,-0.1085,164,28,10,0
3,1,1,2,2,3,3,-0.0883,158,32,11,0
3,1,1,1,2,2,0,-0.1247,157,41,10,0
3,1,1,3,4,1,0,-0.1156,151,41,14,1
3,1,1,2,3,3,3,-0.0908,146,30,6,0
3,1,1,2,4,4,2,-0.0977,168,41,9,0
3,1,1,1,2,2,0,-0.1122,168,47,13,0
3,1,1,2,3,3,3,-0.1031,193,47,10,0
3,1,1,5,2,3,3,-0.1087,193,47,10,1
3,1,1,3,4,3,2,-0.0779,182,45,8,0
3,1,1,3,4,1,2,-0.1205,151,41,14,0
3,1,1,1,3,4,3,-0.1139,160,34,11,0
3,1,1,4,2,3,5,-0.1,193,47,10,0
3,1,1,1,3,3,0,-0.119,193,40,8,0
3,1,1,3,4,3,2,-0.0962,167,34,17,0
3,1,1,2,2,2,0,-0.1247,165,36,8,0
3,1,1,4,4,2,2,8.0415,146,36,10,1
3,1,1,1,3,1,3,-0.1046,168,31,8,0
3,1,1,4,3,3,3,-0.1274,192,43,14,0
3,1,1,3,4,3,0,-0.1174,193,46,16,0
3,1,1,3,2,1,2,-0.099,151,41,14,0
3,1,1,5,2,2,3,-0.1225,204,49,9,0
3,1,1,1,1,2,0,-0.1232,167,36,16,0
3,1,1,3,4,3,0,-0.1179,164,39,8,0
3,1,1,2,3,2,3,-0.1201,170,43,8,0
3,1,1,2,4,3,2,-0.1063,179,41,9,0
3,1,1,2,3,2,0,-0.1225,184,57,6,0
3,1,1,4,2,3,4,-0.0908,193,46,16,0
3,1,1,1,3,2,0,-0.1104,163,34,10,0
3,1,1,1,3,3,3,-0.1192,182,45,8,0
3,1,1,3,1,1,2,-0.11,189,49,15,0
3,1,1,5,2,2,4,-0.0904,191,47,14,0
4,1,1,1,3,3,0,-0.1034,192,49,7,0
4,1,1,3,4,3,0,-0.1061,167,34,17,1
4,1,1,5,2,4,3,-0.1139,165,38,8,0
4,1,1,3,1,2,2,-0.1222,157,39,9,0
4,1,1,2,4,3,0,-0.118,192,49,7,0
4,1,1,3,4,3,2,-0.1149,159,36,11,0
4,1,1,4,4,3,2,-0.1114,193,47,10,0
4,1,1,2,2,2,3,-0.1032,199,39,12,0
4,1,1,5,2,3,4,-0.1195,177,49,9,0
4,1,1,3,4,2,0,-0.084,167,45,7,0
4,1,1,3,4,2,2,-0.0965,167,45,7,0
4,1,1,1,1,3,0,-0.1249,192,49,7,0
4,1,1,2,1,2,0,-0.1127,173,50,8,0
4,1,1,4,4,2,2,-0.1258,162,45,10,0
4,1,1,3,3,2,3,-0.1019,191,47,14,0
4,1,1,2,2,3,0,-0.1138,175,44,16,0
4,1,1,2,4,3,0,-0.1109,179,41,9,0
4,1,1,3,4,2,0,-0.1126,174,41,9,0
4,1,1,2,3,2,0,-0.0974,151,30,9,0
4,1,1,4,3,3,0,-0.1188,163,37,6,0
4,1,1,5,2,3,4,-0.0969,172,41,5,0
4,1,1,1,1,3,0,-0.1022,165,41,16,0
4,1,1,2,3,3,3,-0.1242,159,36,11,0
4,1,1,2,4,2,0,-0.089,157,41,10,1
4,1,1,2,4,2,0,-0.1184,146,36,10,1
4,1,1,4,4,3,0,-0.1246,172,47,9,0
4,1,1,3,1,3,3,-0.1026,159,36,11,1
4,1,1,1,1,3,0,-0.0918,165,41,16,0
4,1,1,1,2,2,0,-0.1153,150,37,3,0
5,1,1,5,2,3,3,-0.1065,175,44,16,0
5,1,1,4,4,1,0,-0.1197,155,44,7,0
5,1,1,3,3,2,0,-0.0836,151,30,9,0
5,1,1,1,2,3,0,-0.1261,146,30,6,0
5,1,1,2,1,4,0,-0.1189,169,49,8,0
5,1,1,4,4,2,0,-0.0953,192,41,12,0
5,1,1,2,2,1,0,-0.1164,151,41,14,0
5,1,1,4,2,2,3,-0.1144,192,41,12,0
5,1,1,3,4,2,2,-0.1055,157,41,10,0
5,1,1,2,3,4,0,-0.1013,165,38,8,0
5,1,1,1,3,2,3,-0.1,167,45,7,0
5,1,1,4,2,3,3,-0.109,169,46,5,0
5,1,1,5,3,4,3,-0.09,168,41,9,0
5,1,1,2,4,3,0,-0.1068,169,46,5,0
5,1,1,1,3,3,0,-0.1,165,25,16,0
5,1,1,5,2,2,3,-0.1246,173,50,8,0
5,1,1,1,3,2,3,-0.1106,164,28,10,0
5,1,1,2,1,3,0,-0.11,159,36,11,0
5,1,1,2,3,2,3,-0.1233,164,36,11,0
5,1,1,3,4,4,0,-0.1255,160,34,11,0
5,1,1,3,2,2,0,-0.088,173,50,8,0
5,1,1,1,3,3,0,-0.1094,165,25,16,0
5,1,1,3,4,3,0,-0.1255,193,46,16,0
5,1,1,3,2,3,5,-0.1254,146,30,6,0
5,1,1,2,1,3,0,-0.0877,176,44,11,0
5,1,1,2,2,3,0,-0.1175,169,46,5,0
5,1,1,1,3,2,3,-0.1173,168,47,13,0
5,1,1,5,2,3,5,-0.1064,193,40,8,0
5,1,1,3,2,2,0,-0.1185,170,43,8,0
5,1,1,2,4,4,0,-0.1181,160,34,11,0
5,1,1,1,1,2,1,-0.1267,186,42,7,0
5,1,1,5,3,2,3,-0.1243,199,39,12,0
5,1,1,5,2,3,4,-0.1182,165,41,16,0
5,1,1,3,2,2,0,-0.0862,192,41,12,0
5,1,1,3,4,3,0,-0.115,192,49,7,0
5,1,1,4,3,2,3,-0.1061,157,44,18,0
5,1,1,5,3,3,5,-0.1194,164,39,8,1
5,1,1,1,1,2,0,-0.1198,162,45,10,0
5,1,1,1,1,3,0,-0.1031,177,37,16,0
5,1,1,5,2,3,4,-0.1122,161,39,7,0
6,1,0,5,3,2,5,-0.0934,157,41,10,1
6,1,0,1,4,2,0,-0.1077,157,39,9,0
6,1,0,1,4,3,0,-0.1184,193,46,16,0
6,1,0,2,1,2,0,-0.0764,186,42,7,0
6,1,0,4,2,2,3,-0.1158,167,34,8,0
6,1,0,2,3,2,0,-0.1059,167,36,16,0
6,1,0,4,4,3,0,-0.0909,184,38,7,0
6,1,0,4,4,3,2,7.9285,194,40,20,1
6,1,0,1,3,2,3,-0.1021,167,34,8,0
6,1,0,2,1,4,0,-0.0928,158,33,11,0
6,1,0,3,3,2,3,-0.1121,184,57,6,0
6,1,0,5,3,4,5,-0.1266,169,49,8,1
6,1,0,5,2,2,4,-0.0979,157,39,9,0
6,1,0,3,1,3,3,-0.0793,192,49,7,1
6,1,0,1,1,3,0,-0.1047,177,37,16,0
6,1,0,5,4,2,2,11.5576,204,49,9,1
6,1,0,5,2,2,3,-0.1102,204,49,9,1
6,1,0,1,4,2,0,-0.0953,164,36,11,0
6,1,0,2,2,2,0,-0.109,165,44,12,0
6,1,0,4,2,2,4,-0.0983,191,47,14,0
6,1,0,2,1,4,0,-0.0925,169,49,8,0
6,1,0,4,3,2,5,-0.1205,181,46,12,0
6,1,0,1,1,2,0,-0.1123,165,44,12,0
6,1,0,2,1,2,0,-0.1198,191,47,14,0
6,1,0,3,3,3,3,-0.084,172,47,9,0
6,1,0,4,4,2,0,-0.1254,168,47,13,0
6,1,0,1,2,2,0,-0.0845,186,42,7,0
6,1,0,5,3,4,5,-0.0861,160,34,11,0
6,1,0,1,3,3,0,-0.1129,193,40,8,0
6,1,0,1,3,2,3,-0.1023,164,36,11,0
6,1,0,1,2,2,0,-0.1182,158,45,15,0
6,1,0,2,4,1,0,-0.1263,189,49,15,0
6,1,0,3,2,2,0,-0.1242,192,41,12,0
6,1,0,1,2,3,0,-0.0758,159,36,11,0
6,1,0,2,2,2,0,-0.0845,164,36,11,0
6,1,0,3,3,4,0,-0.0886,165,38,8,0
7,1,0,3,4,1,0,-0.1248,168,31,8,0
7,1,0,1,3,3,0,-0.1153,158,32,11,0
7,1,0,3,1,3,3,-0.0907,194,40,20,0
7,1,0,4,2,3,3,-0.1242,176,44,11,0
7,1,0,4,2,3,3,-0.0915,179,41,9,1
7,1,0,3,2,3,2,-0.1231,172,41,5,0
7,1,0,4,1,3,3,-0.1274,169,42,4,0
7,1,0,5,2,2,5,-0.1246,192,41,12,0
7,1,0,2,1,3,1,-0.1173,192,43,14,0
7,1,0,4,4,3,0,-0.1268,163,37,6,0
7,1,0,4,3,2,3,-0.0753,167,45,7,0
7,1,0,1,2,3,0,-0.1193,169,46,5,0
7,1,0,1,2,3,2,-0.0966,184,38,7,0
7,1,0,1,1,4,0,-0.0817,158,33,11,0
7,1,0,2,4,3,2,-0.1246,177,49,9,0
7,1,0,4,2,3,5,-0.1122,146,30,6,0
7,1,0,1,3,2,3,-0.0966,184,57,6,0
7,1,0,5,1,3,3,-0.1247,167,34,17,1
7,1,0,2,4,3,2,-0.094,169,46,5,0
7,1,0,2,2,3,0,-0.1219,177,49,9,0
7,1,0,1,3,3,0,-0.1123,184,38,7,0
7,1,0,4,1,3,3,-0.1071,193,47,10,0
7,1,0,3,2,3,0,-0.1167,177,37,16,0
7,1,0,1,3,2,3,-0.1043,204,49,9,0
7,1,0,1,2,3,0,-0.1215,193,40,8,0
7,1,0,1,1,3,0,-0.0877,164,39,8,0
7,1,0,3,2,2,5,-0.1181,186,42,7,0
7,1,0,3,3,3,0,-0.0917,169,42,4,0
7,1,0,1,1,3,0,-0.1181,192,49,7,0
7,1,0,5,2,2,4,-0.1246,151,30,9,0
7,1,0,5,4,1,0,-0.1046,164,39,8,1
7,1,0,1,2,3,0,-0.1173,167,34,17,0
7,1,0,1,2,2,0,-0.1098,151,30,9,0
7,1,0,1,3,2,0,-0.1197,192,41,12,0
7,1,0,2,3,4,3,-0.1249,169,49,8,0
7,1,0,2,1,2,0,-0.1015,192,41,12,0
7,1,0,1,2,3,2,-0.12,192,43,14,0
7,1,0,4,4,2,0,0.2143,157,44,18,1
7,1,0,4,2,3,5,-0.1193,158,32,11,0
7,1,0,3,2,2,0,-0.1121,199,39,12,0
7,1,0,1,3,3,0,-0.1195,168,44,7,0
7,1,0,4,2,3,3,-0.1259,193,47,10,0
7,1,0,3,3,4,0,-0.0798,165,38,8,0
7,1,0,5,2,2,4,-0.1163,157,41,10,0
7,1,0,2,2,2,0,-0.1176,157,44,18,0
7,1,0,1,2,2,0,-0.0945,167,36,16,0
8,1,0,3,4,2,0,-0.1129,157,41,10,0
8,1,0,2,4,2,2,-0.1003,191,47,14,0
8,1,0,5,2,3,5,-0.1172,192,49,7,0
8,1,0,2,4,3,2,-0.1192,193,40,8,0
8,1,0,3,4,2,0,-0.1081,167,45,7,0
8,1,0,5,3,2,5,-0.0885,174,41,9,0
8,1,0,3,2,2,5,-0.0887,157,39,9,0
8,1,0,2,3,2,0,-0.0998,173,50,8,0
8,1,0,1,2,3,3,-0.0952,193,40,8,0
8,1,0,4,3,2,3,-0.1008,204,49,9,0
8,1,0,4,2,2,3,-0.125,165,36,8,0
8,1,0,1,1,3,0,-0.0959,172,41,5,0
8,1,0,2,3,2,3,-0.1229,186,42,7,0
8,1,0,3,4,3,2,-0.1046,158,32,11,0
8,1,0,2,2,3,0,-0.1082,168,44,7,0
8,1,0,5,2,3,4,-0.1143,165,41,16,0
8,1,0,1,1,3,0,-0.1038,169,42,4,0
8,1,0,2,4,3,2,-0.093,193,47,10,0
8,1,0,5,3,2,5,-0.0791,173,50,8,0
8,1,0,3,4,2,0,-0.0965,150,37,3,0
8,1,0,1,3,3,0,-0.1034,192,49,7,0
8,1,0,4,4,3,0,0.1995,193,46,16,1
8,1,0,1,1,4,0,-0.1132,160,34,11,0
8,1,0,5,2,2,3,-0.1193,167,34,8,1
8,1,0,4,2,2,3,-0.1011,164,28,10,0
8,1,0,5,4,1,0,-0.0859,174,41,9,1
8,1,0,1,2,3,0,-0.1097,164,39,8,0
8,1,0,1,1,3,0,-0.1227,172,47,9,0
8,1,0,2,3,2,0,-0.1109,165,36,8,0
8,1,0,1,3,1,0,-0.1145,151,41,14,0
8,1,0,3,1,3,3,-0.1128,177,49,9,0
8,1,0,3,2,2,3,-0.1183,180,41,8,1
8,1,0,1,3,2,0,-0.1085,174,41,9,0
9,1,0,2,2,3,0,-0.1238,193,47,10,0
9,1,0,2,4,2,0,-0.1104,170,43,8,0
9,1,0,1,1,2,0,-0.1055,150,37,3,0
9,1,0,1,3,2,0,-0.1041,164,36,11,0
9,1,0,5,2,2,5,-0.0956,186,42,7,0
9,1,0,5,2,3,4,-0.1261,165,33,10,0
9,1,0,1,2,2,0,-0.1209,158,45,15,0
9,1,0,1,3,1,3,-0.0973,168,31,8,0
9,1,0,4,4,2,0,-0.1108,178,44,11,0
9,1,0,1,3,2,0,-0.1045,178,44,11,0
9,1,0,1,3,2,3,-0.092,174,41,9,0
9,1,0,1,2,3,0,-0.1031,167,34,17,0
9,1,0,2,4,2,0,-0.1159,185,47,7,0
9,1,0,2,3,2,3,-0.1126,158,45,15,0
9,1,0,3,4,4,0,-0.1033,160,34,11,0
9,1,0,4,3,3,3,-0.092,176,44,11,0
9,1,0,2,1,3,2,-0.0976,182,45,8,0
9,1,0,5,2,2,4,-0.1257,204,49,9,0
9,1,0,2,2,2,0,-0.1028,165,36,8,0
9,1,0,2,1,1,2,-0.1053,168,31,8,0
9,1,0,2,2,3,0,-0.0948,169,46,5,0
9,1,0,5,3,2,3,-0.104,178,44,11,0
9,1,0,1,3,2,0,-0.1194,184,57,6,0
9,1,0,1,3,3,0,-0.1141,165,33,10,0
9,1,0,4,2,1,3,-0.1263,168,31,8,0
9,1,0,2,3,2,3,-0.1259,157,41,10,0
9,1,0,3,3,3,3,-0.1262,192,43,14,0
9,1,0,1,1,2,1,-0.1035,184,57,6,0
9,1,0,4,4,2,2,-0.1036,157,41,10,0
9,1,0,1,2,1,0,-0.1142,168,31,8,0
9,1,0,3,1,2,3,-0.0997,180,41,8,0
9,1,0,2,4,3,0,-0.0866,177,37,16,0
9,1,0,5,2,4,4,-0.096,168,41,9,0
9,1,0,1,2,2,0,-0.0977,164,28,10,0
9,1,0,4,3,2,5,-0.085,158,45,15,0
9,1,0,2,4,2,0,-0.1179,178,44,11,0
9,1,0,2,3,3,0,-0.0839,182,45,8,0
9,1,0,2,1,1,2,-0.1221,155,44,7,0
9,1,0,2,4,2,0,-0.098,204,49,9,0
9,1,0,1,1,2,0,-0.1088,170,43,8,0
9,1,0,1,3,1,3,-0.1057,168,31,8,0
10,1,0,3,3,2,3,-0.1185,163,34,10,0
10,1,0,4,4,2,2,-0.0873,146,36,10,0
10,1,0,2,2,2,0,-0.1152,180,41,8,0
10,1,0,1,1,2,0,-0.1236,199,39,12,0
10,1,0,4,4,3,0,-0.12,194,40,20,0
10,1,0,1,3,3,3,-0.1105,167,34,17,0
10,1,0,4,4,2,0,-0.0828,186,42,7,0
10,1,0,4,2,3,4,-0.1224,165,41,16,0
10,1,0,2,3,3,3,-0.0922,192,43,14,0
10,1,0,2,2,3,0,-0.1163,193,46,16,0
10,1,0,1,1,2,0,-0.0895,157,41,10,0
10,1,0,2,4,3,2,-0.0841,184,38,7,0
10,1,0,4,4,3,0,0.0535,159,36,11,1
10,1,0,1,2,1,0,-0.1061,151,41,14,0
10,1,0,2,2,3,0,-0.0877,179,41,9,0
10,1,0,5,4,1,2,-0.127,192,43,14,1
10,1,0,1,2,2,0,-0.1022,192,41,12,0
10,1,0,1,3,2,0,-0.0983,191,47,14,0
10,1,0,4,1,3,2,-0.1175,172,47,9,0
10,1,0,4,4,3,2,-0.0925,177,37,16,0
10,1,0,1,3,2,3,-0.1047,199,39,12,0
10,1,0,4,3,3,5,-0.1058,182,45,8,0
10,1,0,2,3,3,3,-0.123,165,41,16,0
10,1,0,2,2,2,0,-0.125,151,30,9,0
10,1,0,3,2,2,4,-0.0931,192,41,12,0
10,1,0,1,3,2,0,-0.1141,157,44,18,0
10,1,0,3,2,3,3,-0.1012,161,39,7,1
10,1,0,3,4,3,0,-0.1243,174,46,9,0
10,1,0,2,2,3,2,-0.1192,177,49,9,0
10,1,0,1,1,2,0,-0.1194,162,45,10,0
10,1,0,3,2,2,0,-0.1147,178,44,11,0
10,1,0,4,2,2,5,-0.115,163,34,10,0
10,1,0,3,4,2,2,-0.0777,167,36,16,0
10,1,0,4,2,3,5,-0.1092,164,39,8,0
10,1,0,1,1,3,0,-0.1259,172,41,5,0
10,1,0,2,3,2,3,-0.0994,151,30,9,0
10,1,0,3,4,3,2,-0.112,177,49,9,0
11,1,0,2,3,2,0,-0.0875,199,39,12,0
11,1,0,2,1,3,0,-0.1178,175,44,16,0
11,1,0,5,3,3,5,-0.1084,174,46,9,1
11,1,0,1,1,2,1,-0.0788,151,30,9,0
11,1,0,2,4,2,0,-0.1217,164,36,11,0
11,1,0,5,2,2,3,-0.1172,164,28,10,1
11,1,0,3,3,3,0,-0.1009,192,43,14,0
11,1,0,5,3,4,5,-0.0809,160,34,11,0
11,1,0,2,4,3,0,-0.1125,193,47,10,0
11,1,0,2,3,2,3,-0.0802,157,39,9,0
11,1,0,3,2,3,0,-0.1248,182,45,8,0
11,1,0,3,4,3,0,0.1279,164,39,8,1
11,1,0,2,4,3,2,-0.1072,165,33,10,0
11,1,0,2,2,3,0,-0.1077,194,40,20,0
11,1,0,5,2,4,4,-0.1194,158,33,11,0
11,1,0,1,2,4,0,-0.1143,168,41,9,0
11,1,0,2,2,1,2,-0.1187,155,44,7,0
11,1,0,2,4,3,2,-0.0932,167,34,17,0
11,1,0,4,2,3,3,-0.0951,172,47,9,0
11,1,0,4,4,3,2,-0.1273,173,35,9,0
11,1,0,3,4,2,2,-0.1238,186,42,7,0
11,1,0,1,1,3,0,-0.1121,146,30,6,0
11,1,0,3,2,2,3,-0.1267,184,57,6,1
11,1,0,4,3,3,3,-0.1254,192,49,7,0
11,1,0,1,3,1,0,-0.0971,175,52,8,0
11,1,0,1,2,4,0,-0.0958,158,33,11,0
11,1,0,4,2,3,3,-0.1066,165,25,16,0
11,1,0,5,3,2,5,-0.1168,204,49,9,1
11,1,0,1,3,3,0,-0.104,161,39,7,0
11,1,0,1,2,3,0,-0.1023,176,44,11,0
11,1,0,5,2,3,4,-0.1256,174,46,9,0
11,1,0,5,2,2,3,-0.1173,186,42,7,1
11,1,0,2,4,2,2,-0.1055,192,41,12,0
11,1,0,5,2,1,3,-0.1238,155,44,7,0
11,1,0,1,4,3,0,-0.1065,192,43,14,0
11,1,0,1,3,2,0,-0.1199,168,47,13,0
11,1,0,2,3,2,0,-0.0887,167,36,16,0
11,1,0,3,2,2,5,-0.1208,180,41,8,0
11,1,0,2,2,2,2,-0.0967,170,43,8,0
11,1,0,5,2,3,3,-0.1227,176,44,11,0
11,1,0,5,4,3,2,5.4368,177,37,16,1
11,1,0,4,2,3,4,-0.1221,192,49,7,0
11,1,0,3,4,3,0,-0.0869,176,44,11,0
11,1,0,3,2,2,0,-0.1217,157,39,9,0
